Initial dataset: DatasetDict({
    train: Dataset({
        features: ['text', 'labels'],
        num_rows: 4508785
    })
    validation: Dataset({
        features: ['text', 'labels'],
        num_rows: 3000
    })
    test: Dataset({
        features: ['text', 'labels'],
        num_rows: 3003
    })
})
Sample before tokenization: {'text': 'Resumption of the session', 'labels': 'Wiederaufnahme der Sitzungsperiode'}
{'loss': 9.7622, 'grad_norm': 43.38770294189453, 'learning_rate': 4.9929027679205115e-05, 'epoch': 0.0}
{'loss': 0.4562, 'grad_norm': 0.05330273136496544, 'learning_rate': 3.516678495386799e-05, 'epoch': 0.3}
{'loss': 0.4704, 'grad_norm': 0.06081318482756615, 'learning_rate': 3.5095812633073106e-05, 'epoch': 0.3}
{'loss': 0.4459, 'grad_norm': 0.046839483082294464, 'learning_rate': 3.502484031227821e-05, 'epoch': 0.3}
{'eval_loss': 0.6177935004234314, 'eval_sacrebleu_score': 7.597089491255768, 'eval_sacrebleu_counts': [16737, 8769, 5142, 3152], 'eval_sacrebleu_totals': [28759, 27762, 26766, 25770], 'eval_sacrebleu_precisions': [58.19743384679578, 31.58634104171169, 19.21093925128895, 12.23127667830811], 'eval_sacrebleu_bp': 0.29634073667832533, 'eval_sacrebleu_sys_len': 28759, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.18050594528135794, 'eval_rouge_rouge2': 0.09964787952350199, 'eval_rouge_rougeL': 0.16339899228046623, 'eval_rouge_rougeLsum': 0.1633856200622928, 'eval_meteor_meteor': 0.17094706552067407, 'eval_runtime': 134.4055, 'eval_samples_per_second': 22.321, 'eval_steps_per_second': 1.399, 'epoch': 0.3}
{'loss': 0.4295, 'grad_norm': 0.05775465816259384, 'learning_rate': 3.4953867991483324e-05, 'epoch': 0.3}
{'loss': 0.4886, 'grad_norm': 0.06286906450986862, 'learning_rate': 3.488289567068843e-05, 'epoch': 0.3}
{'loss': 0.4471, 'grad_norm': 0.04762589558959007, 'learning_rate': 3.481192334989354e-05, 'epoch': 0.3}
{'loss': 0.466, 'grad_norm': 0.05682871863245964, 'learning_rate': 3.474095102909865e-05, 'epoch': 0.31}
{'loss': 0.4412, 'grad_norm': 0.05097118765115738, 'learning_rate': 3.466997870830376e-05, 'epoch': 0.31}
{'loss': 0.432, 'grad_norm': 0.05390412360429764, 'learning_rate': 3.4599006387508874e-05, 'epoch': 0.31}
{'loss': 0.4518, 'grad_norm': 0.05458347126841545, 'learning_rate': 3.452803406671398e-05, 'epoch': 0.31}
{'loss': 0.4683, 'grad_norm': 0.056529607623815536, 'learning_rate': 3.445706174591909e-05, 'epoch': 0.31}
{'loss': 0.4366, 'grad_norm': 0.055752500891685486, 'learning_rate': 3.43860894251242e-05, 'epoch': 0.31}
{'loss': 0.4411, 'grad_norm': 0.0400925911962986, 'learning_rate': 3.431511710432931e-05, 'epoch': 0.31}
{'loss': 0.4582, 'grad_norm': 0.05423705652356148, 'learning_rate': 3.424414478353442e-05, 'epoch': 0.32}
{'loss': 0.4714, 'grad_norm': 0.058998771011829376, 'learning_rate': 3.417317246273953e-05, 'epoch': 0.32}
{'loss': 0.4461, 'grad_norm': 0.05417780578136444, 'learning_rate': 3.410220014194464e-05, 'epoch': 0.32}
{'loss': 0.4471, 'grad_norm': 0.048655539751052856, 'learning_rate': 3.4031227821149756e-05, 'epoch': 0.32}
{'loss': 0.4384, 'grad_norm': 0.05092029273509979, 'learning_rate': 3.396025550035486e-05, 'epoch': 0.32}
{'loss': 0.4536, 'grad_norm': 0.0674348920583725, 'learning_rate': 3.3889283179559974e-05, 'epoch': 0.32}
{'loss': 0.4781, 'grad_norm': 0.05677821487188339, 'learning_rate': 3.381831085876509e-05, 'epoch': 0.32}
{'loss': 0.429, 'grad_norm': 0.057136859744787216, 'learning_rate': 3.374733853797019e-05, 'epoch': 0.33}
{'loss': 0.4505, 'grad_norm': 0.05201810225844383, 'learning_rate': 3.3676366217175306e-05, 'epoch': 0.33}
{'loss': 0.4562, 'grad_norm': 0.060329318046569824, 'learning_rate': 3.360539389638042e-05, 'epoch': 0.33}
{'loss': 0.4491, 'grad_norm': 0.05586106330156326, 'learning_rate': 3.3534421575585525e-05, 'epoch': 0.33}
{'loss': 0.4544, 'grad_norm': 0.0625961422920227, 'learning_rate': 3.346344925479064e-05, 'epoch': 0.33}
{'loss': 0.4458, 'grad_norm': 0.05251367390155792, 'learning_rate': 3.339247693399574e-05, 'epoch': 0.33}
{'loss': 0.4505, 'grad_norm': 0.06763527542352676, 'learning_rate': 3.3321504613200856e-05, 'epoch': 0.33}
{'loss': 0.4195, 'grad_norm': 0.06086799129843712, 'learning_rate': 3.325053229240596e-05, 'epoch': 0.33}
{'loss': 0.451, 'grad_norm': 0.05177870765328407, 'learning_rate': 3.3179559971611075e-05, 'epoch': 0.34}
{'loss': 0.4588, 'grad_norm': 0.060244202613830566, 'learning_rate': 3.310858765081618e-05, 'epoch': 0.34}
{'loss': 0.4648, 'grad_norm': 0.04309209808707237, 'learning_rate': 3.303761533002129e-05, 'epoch': 0.34}
{'loss': 0.4467, 'grad_norm': 0.04165099561214447, 'learning_rate': 3.2966643009226406e-05, 'epoch': 0.34}
{'loss': 0.4601, 'grad_norm': 0.05129305273294449, 'learning_rate': 3.289567068843151e-05, 'epoch': 0.34}
{'loss': 0.451, 'grad_norm': 0.05323608219623566, 'learning_rate': 3.2824698367636625e-05, 'epoch': 0.34}
{'loss': 0.4376, 'grad_norm': 0.04599134251475334, 'learning_rate': 3.275372604684173e-05, 'epoch': 0.34}
{'loss': 0.4652, 'grad_norm': 0.05685299634933472, 'learning_rate': 3.2682753726046843e-05, 'epoch': 0.35}
{'loss': 0.442, 'grad_norm': 0.0625530406832695, 'learning_rate': 3.261178140525195e-05, 'epoch': 0.35}
{'loss': 0.4467, 'grad_norm': 0.04709654673933983, 'learning_rate': 3.254080908445706e-05, 'epoch': 0.35}
{'loss': 0.4323, 'grad_norm': 0.05683537945151329, 'learning_rate': 3.2469836763662175e-05, 'epoch': 0.35}
{'loss': 0.4683, 'grad_norm': 0.06134190410375595, 'learning_rate': 3.239886444286728e-05, 'epoch': 0.35}
{'loss': 0.4295, 'grad_norm': 0.05254344642162323, 'learning_rate': 3.2327892122072393e-05, 'epoch': 0.35}
{'loss': 0.4401, 'grad_norm': 0.04911557585000992, 'learning_rate': 3.22569198012775e-05, 'epoch': 0.35}
{'loss': 0.456, 'grad_norm': 0.07351605594158173, 'learning_rate': 3.218594748048261e-05, 'epoch': 0.36}
{'loss': 0.4417, 'grad_norm': 0.05635904148221016, 'learning_rate': 3.211497515968772e-05, 'epoch': 0.36}
{'loss': 0.4396, 'grad_norm': 0.05456224083900452, 'learning_rate': 3.204400283889283e-05, 'epoch': 0.36}
{'loss': 0.4534, 'grad_norm': 0.06268572807312012, 'learning_rate': 3.1973030518097944e-05, 'epoch': 0.36}
{'loss': 0.4598, 'grad_norm': 0.06306113302707672, 'learning_rate': 3.1902058197303056e-05, 'epoch': 0.36}
{'loss': 0.433, 'grad_norm': 0.06658495217561722, 'learning_rate': 3.183108587650816e-05, 'epoch': 0.36}
{'loss': 0.4153, 'grad_norm': 0.06085251271724701, 'learning_rate': 3.1760113555713275e-05, 'epoch': 0.36}
{'loss': 0.4466, 'grad_norm': 0.058590736240148544, 'learning_rate': 3.168914123491839e-05, 'epoch': 0.37}
{'loss': 0.4706, 'grad_norm': 0.05386124551296234, 'learning_rate': 3.1618168914123494e-05, 'epoch': 0.37}
{'loss': 0.439, 'grad_norm': 0.056367408484220505, 'learning_rate': 3.1547196593328606e-05, 'epoch': 0.37}
{'loss': 0.4549, 'grad_norm': 0.058521438390016556, 'learning_rate': 3.147622427253371e-05, 'epoch': 0.37}
{'loss': 0.4339, 'grad_norm': 0.058633577078580856, 'learning_rate': 3.1405251951738825e-05, 'epoch': 0.37}
{'loss': 0.4786, 'grad_norm': 0.06470827013254166, 'learning_rate': 3.133427963094394e-05, 'epoch': 0.37}
{'loss': 0.4668, 'grad_norm': 0.06619229912757874, 'learning_rate': 3.1263307310149044e-05, 'epoch': 0.37}
{'loss': 0.4418, 'grad_norm': 0.06397305428981781, 'learning_rate': 3.1192334989354156e-05, 'epoch': 0.38}
{'loss': 0.4423, 'grad_norm': 0.05628988519310951, 'learning_rate': 3.112136266855926e-05, 'epoch': 0.38}
{'loss': 0.4442, 'grad_norm': 0.05154414474964142, 'learning_rate': 3.1050390347764375e-05, 'epoch': 0.38}
{'loss': 0.4325, 'grad_norm': 0.06048818305134773, 'learning_rate': 3.097941802696948e-05, 'epoch': 0.38}
{'loss': 0.4131, 'grad_norm': 0.04609141871333122, 'learning_rate': 3.0908445706174594e-05, 'epoch': 0.38}
{'loss': 0.4385, 'grad_norm': 0.05768275633454323, 'learning_rate': 3.0837473385379707e-05, 'epoch': 0.38}
{'loss': 0.4443, 'grad_norm': 0.051132842898368835, 'learning_rate': 3.076650106458481e-05, 'epoch': 0.38}
{'loss': 0.4414, 'grad_norm': 0.05382400378584862, 'learning_rate': 3.0695528743789925e-05, 'epoch': 0.39}
{'loss': 0.4345, 'grad_norm': 0.042832814157009125, 'learning_rate': 3.062455642299503e-05, 'epoch': 0.39}
{'loss': 0.4888, 'grad_norm': 0.056225623935461044, 'learning_rate': 3.0553584102200144e-05, 'epoch': 0.39}
{'loss': 0.4338, 'grad_norm': 0.050138767808675766, 'learning_rate': 3.048261178140525e-05, 'epoch': 0.39}
{'loss': 0.4372, 'grad_norm': 0.053986743092536926, 'learning_rate': 3.0411639460610363e-05, 'epoch': 0.39}
{'loss': 0.4167, 'grad_norm': 0.05544566735625267, 'learning_rate': 3.0340667139815472e-05, 'epoch': 0.39}
{'loss': 0.443, 'grad_norm': 0.050462525337934494, 'learning_rate': 3.0269694819020585e-05, 'epoch': 0.39}
{'loss': 0.4461, 'grad_norm': 0.057348962873220444, 'learning_rate': 3.0198722498225694e-05, 'epoch': 0.4}
{'loss': 0.4385, 'grad_norm': 0.058637604117393494, 'learning_rate': 3.0127750177430803e-05, 'epoch': 0.4}
{'loss': 0.4553, 'grad_norm': 0.0869530439376831, 'learning_rate': 3.0056777856635916e-05, 'epoch': 0.4}
{'loss': 0.4887, 'grad_norm': 0.05439716577529907, 'learning_rate': 2.9985805535841022e-05, 'epoch': 0.4}
{'eval_loss': 0.6173387169837952, 'eval_sacrebleu_score': 8.151561110114594, 'eval_sacrebleu_counts': [17256, 9056, 5321, 3261], 'eval_sacrebleu_totals': [29687, 28655, 27623, 26591], 'eval_sacrebleu_precisions': [58.126452656044734, 31.6035595882045, 19.262933063027187, 12.26354781693054], 'eval_sacrebleu_bp': 0.3175986863628896, 'eval_sacrebleu_sys_len': 29687, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.1871767572495842, 'eval_rouge_rouge2': 0.10369087446508184, 'eval_rouge_rougeL': 0.16922123894674154, 'eval_rouge_rougeLsum': 0.16926423924713108, 'eval_meteor_meteor': 0.1774100241214854, 'eval_runtime': 134.0383, 'eval_samples_per_second': 22.382, 'eval_steps_per_second': 1.403, 'epoch': 0.4}
{'loss': 0.4206, 'grad_norm': 0.04904619976878166, 'learning_rate': 2.9914833215046135e-05, 'epoch': 0.4}
{'loss': 0.4595, 'grad_norm': 0.0652933418750763, 'learning_rate': 2.984386089425124e-05, 'epoch': 0.4}
{'loss': 0.4726, 'grad_norm': 0.056557103991508484, 'learning_rate': 2.9772888573456353e-05, 'epoch': 0.4}
{'loss': 0.468, 'grad_norm': 0.06339963525533676, 'learning_rate': 2.9701916252661466e-05, 'epoch': 0.41}
{'loss': 0.4407, 'grad_norm': 0.057994917035102844, 'learning_rate': 2.9630943931866572e-05, 'epoch': 0.41}
{'loss': 0.4951, 'grad_norm': 0.06567921489477158, 'learning_rate': 2.9559971611071685e-05, 'epoch': 0.41}
{'loss': 0.4502, 'grad_norm': 0.06566528230905533, 'learning_rate': 2.948899929027679e-05, 'epoch': 0.41}
{'loss': 0.4554, 'grad_norm': 0.06178585812449455, 'learning_rate': 2.9418026969481903e-05, 'epoch': 0.41}
{'loss': 0.4414, 'grad_norm': 0.05162564665079117, 'learning_rate': 2.9347054648687013e-05, 'epoch': 0.41}
{'loss': 0.4535, 'grad_norm': 0.05377613753080368, 'learning_rate': 2.9276082327892122e-05, 'epoch': 0.41}
{'loss': 0.4514, 'grad_norm': 0.06285350024700165, 'learning_rate': 2.9205110007097235e-05, 'epoch': 0.42}
{'loss': 0.457, 'grad_norm': 0.04917424917221069, 'learning_rate': 2.9134137686302344e-05, 'epoch': 0.42}
{'loss': 0.4362, 'grad_norm': 0.06029606983065605, 'learning_rate': 2.9063165365507457e-05, 'epoch': 0.42}
{'loss': 0.4722, 'grad_norm': 0.05892147868871689, 'learning_rate': 2.8992193044712563e-05, 'epoch': 0.42}
{'loss': 0.461, 'grad_norm': 0.04527049884200096, 'learning_rate': 2.8921220723917676e-05, 'epoch': 0.42}
{'loss': 0.4328, 'grad_norm': 0.05775080993771553, 'learning_rate': 2.885024840312278e-05, 'epoch': 0.42}
{'loss': 0.4517, 'grad_norm': 0.05745404213666916, 'learning_rate': 2.8779276082327894e-05, 'epoch': 0.42}
{'loss': 0.4663, 'grad_norm': 0.05730491131544113, 'learning_rate': 2.8708303761533e-05, 'epoch': 0.43}
{'loss': 0.4559, 'grad_norm': 0.05427228659391403, 'learning_rate': 2.8637331440738113e-05, 'epoch': 0.43}
{'loss': 0.4384, 'grad_norm': 0.05600479990243912, 'learning_rate': 2.8566359119943226e-05, 'epoch': 0.43}
{'loss': 0.4598, 'grad_norm': 0.047286506742239, 'learning_rate': 2.849538679914833e-05, 'epoch': 0.43}
{'loss': 0.4619, 'grad_norm': 0.04951947182416916, 'learning_rate': 2.8424414478353444e-05, 'epoch': 0.43}
{'loss': 0.4707, 'grad_norm': 0.05643897131085396, 'learning_rate': 2.835344215755855e-05, 'epoch': 0.43}
{'loss': 0.3908, 'grad_norm': 0.04599301889538765, 'learning_rate': 2.8282469836763663e-05, 'epoch': 0.43}
{'loss': 0.4747, 'grad_norm': 0.05347378924489021, 'learning_rate': 2.8211497515968772e-05, 'epoch': 0.44}
{'loss': 0.4448, 'grad_norm': 0.05197197571396828, 'learning_rate': 2.8140525195173885e-05, 'epoch': 0.44}
{'loss': 0.4237, 'grad_norm': 0.0538763701915741, 'learning_rate': 2.8069552874378994e-05, 'epoch': 0.44}
{'loss': 0.461, 'grad_norm': 0.0486847460269928, 'learning_rate': 2.7998580553584104e-05, 'epoch': 0.44}
{'loss': 0.4413, 'grad_norm': 0.04884456843137741, 'learning_rate': 2.7927608232789216e-05, 'epoch': 0.44}
{'loss': 0.4629, 'grad_norm': 0.05822199583053589, 'learning_rate': 2.7856635911994322e-05, 'epoch': 0.44}
{'loss': 0.4119, 'grad_norm': 0.0567968413233757, 'learning_rate': 2.7785663591199435e-05, 'epoch': 0.44}
{'loss': 0.4511, 'grad_norm': 0.052993059158325195, 'learning_rate': 2.771469127040454e-05, 'epoch': 0.45}
{'loss': 0.4285, 'grad_norm': 0.046862006187438965, 'learning_rate': 2.7643718949609654e-05, 'epoch': 0.45}
{'loss': 0.4627, 'grad_norm': 0.05286717414855957, 'learning_rate': 2.7572746628814767e-05, 'epoch': 0.45}
{'loss': 0.4551, 'grad_norm': 0.0496993362903595, 'learning_rate': 2.7501774308019872e-05, 'epoch': 0.45}
{'loss': 0.4537, 'grad_norm': 0.04719291627407074, 'learning_rate': 2.7430801987224985e-05, 'epoch': 0.45}
{'loss': 0.4433, 'grad_norm': 0.05111486464738846, 'learning_rate': 2.735982966643009e-05, 'epoch': 0.45}
{'loss': 0.4433, 'grad_norm': 0.0637059286236763, 'learning_rate': 2.7288857345635204e-05, 'epoch': 0.45}
{'loss': 0.4822, 'grad_norm': 0.054930947721004486, 'learning_rate': 2.7217885024840313e-05, 'epoch': 0.46}
{'loss': 0.4365, 'grad_norm': 0.06209005415439606, 'learning_rate': 2.7146912704045423e-05, 'epoch': 0.46}
{'loss': 0.4561, 'grad_norm': 0.046368930488824844, 'learning_rate': 2.7075940383250532e-05, 'epoch': 0.46}
{'loss': 0.445, 'grad_norm': 0.05230602249503136, 'learning_rate': 2.7004968062455645e-05, 'epoch': 0.46}
{'loss': 0.44, 'grad_norm': 0.050450533628463745, 'learning_rate': 2.6933995741660757e-05, 'epoch': 0.46}
{'loss': 0.4685, 'grad_norm': 0.051083821803331375, 'learning_rate': 2.6863023420865863e-05, 'epoch': 0.46}
{'loss': 0.4579, 'grad_norm': 0.057604625821113586, 'learning_rate': 2.6792051100070976e-05, 'epoch': 0.46}
{'loss': 0.4308, 'grad_norm': 0.05388892441987991, 'learning_rate': 2.6721078779276082e-05, 'epoch': 0.47}
{'loss': 0.4161, 'grad_norm': 0.05445125699043274, 'learning_rate': 2.6650106458481195e-05, 'epoch': 0.47}
{'loss': 0.4344, 'grad_norm': 0.04802358150482178, 'learning_rate': 2.65791341376863e-05, 'epoch': 0.47}
{'loss': 0.4436, 'grad_norm': 0.04789634048938751, 'learning_rate': 2.6508161816891413e-05, 'epoch': 0.47}
{'loss': 0.4499, 'grad_norm': 0.06406690180301666, 'learning_rate': 2.6437189496096526e-05, 'epoch': 0.47}
{'loss': 0.4552, 'grad_norm': 0.053840335458517075, 'learning_rate': 2.6366217175301632e-05, 'epoch': 0.47}
{'loss': 0.4482, 'grad_norm': 0.05771279335021973, 'learning_rate': 2.6295244854506745e-05, 'epoch': 0.47}
{'loss': 0.4214, 'grad_norm': 0.04534825310111046, 'learning_rate': 2.622427253371185e-05, 'epoch': 0.48}
{'loss': 0.4483, 'grad_norm': 0.05585199221968651, 'learning_rate': 2.6153300212916963e-05, 'epoch': 0.48}
{'loss': 0.4553, 'grad_norm': 0.05066916346549988, 'learning_rate': 2.6082327892122073e-05, 'epoch': 0.48}
{'loss': 0.4506, 'grad_norm': 0.05420055612921715, 'learning_rate': 2.6011355571327186e-05, 'epoch': 0.48}
{'loss': 0.4324, 'grad_norm': 0.0552285835146904, 'learning_rate': 2.5940383250532295e-05, 'epoch': 0.48}
{'loss': 0.4704, 'grad_norm': 0.055235326290130615, 'learning_rate': 2.5869410929737404e-05, 'epoch': 0.48}
{'loss': 0.4601, 'grad_norm': 0.05968829244375229, 'learning_rate': 2.5798438608942517e-05, 'epoch': 0.48}
{'loss': 0.423, 'grad_norm': 0.05490938201546669, 'learning_rate': 2.5727466288147623e-05, 'epoch': 0.49}
{'loss': 0.4821, 'grad_norm': 0.05194869637489319, 'learning_rate': 2.5656493967352736e-05, 'epoch': 0.49}
{'loss': 0.4545, 'grad_norm': 0.06525039672851562, 'learning_rate': 2.558552164655784e-05, 'epoch': 0.49}
{'loss': 0.4665, 'grad_norm': 0.0616169199347496, 'learning_rate': 2.5514549325762954e-05, 'epoch': 0.49}
{'loss': 0.4446, 'grad_norm': 0.0553281232714653, 'learning_rate': 2.544357700496806e-05, 'epoch': 0.49}
{'loss': 0.4423, 'grad_norm': 0.05905097723007202, 'learning_rate': 2.5372604684173173e-05, 'epoch': 0.49}
{'loss': 0.436, 'grad_norm': 0.05282147601246834, 'learning_rate': 2.5301632363378286e-05, 'epoch': 0.49}
{'loss': 0.4552, 'grad_norm': 0.05042806267738342, 'learning_rate': 2.523066004258339e-05, 'epoch': 0.5}
{'loss': 0.4677, 'grad_norm': 0.04966087266802788, 'learning_rate': 2.5159687721788504e-05, 'epoch': 0.5}
{'loss': 0.4441, 'grad_norm': 0.04745360463857651, 'learning_rate': 2.5088715400993614e-05, 'epoch': 0.5}
{'loss': 0.449, 'grad_norm': 0.05322585254907608, 'learning_rate': 2.5017743080198723e-05, 'epoch': 0.5}
{'eval_loss': 0.616877555847168, 'eval_sacrebleu_score': 8.887261130968275, 'eval_sacrebleu_counts': [17992, 9410, 5515, 3375], 'eval_sacrebleu_totals': [31005, 29908, 28811, 27714], 'eval_sacrebleu_precisions': [58.0293501048218, 31.463153671258524, 19.14199437714762, 12.177960597531934], 'eval_sacrebleu_bp': 0.3479485366140125, 'eval_sacrebleu_sys_len': 31005, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.19771769226060482, 'eval_rouge_rouge2': 0.10879552107022071, 'eval_rouge_rougeL': 0.17920511825826269, 'eval_rouge_rougeLsum': 0.1790749814530338, 'eval_meteor_meteor': 0.18665099158118384, 'eval_runtime': 133.8763, 'eval_samples_per_second': 22.409, 'eval_steps_per_second': 1.404, 'epoch': 0.5}
{'loss': 0.4437, 'grad_norm': 0.049646586179733276, 'learning_rate': 2.4946770759403836e-05, 'epoch': 0.5}
{'loss': 0.465, 'grad_norm': 0.05433005467057228, 'learning_rate': 2.4875798438608945e-05, 'epoch': 0.5}
{'loss': 0.4461, 'grad_norm': 0.06091827526688576, 'learning_rate': 2.4804826117814054e-05, 'epoch': 0.5}
{'loss': 0.4476, 'grad_norm': 0.04688941687345505, 'learning_rate': 2.4733853797019164e-05, 'epoch': 0.51}
{'loss': 0.4526, 'grad_norm': 0.047272276133298874, 'learning_rate': 2.4662881476224273e-05, 'epoch': 0.51}
{'loss': 0.437, 'grad_norm': 0.0525420717895031, 'learning_rate': 2.4591909155429382e-05, 'epoch': 0.51}
{'loss': 0.4233, 'grad_norm': 0.051684651523828506, 'learning_rate': 2.4520936834634495e-05, 'epoch': 0.51}
{'loss': 0.4475, 'grad_norm': 0.05382554978132248, 'learning_rate': 2.4449964513839604e-05, 'epoch': 0.51}
{'loss': 0.4708, 'grad_norm': 0.05786266550421715, 'learning_rate': 2.4378992193044714e-05, 'epoch': 0.51}
{'loss': 0.4696, 'grad_norm': 0.06407879292964935, 'learning_rate': 2.4308019872249823e-05, 'epoch': 0.51}
{'loss': 0.4474, 'grad_norm': 0.05303148925304413, 'learning_rate': 2.4237047551454933e-05, 'epoch': 0.52}
{'loss': 0.4174, 'grad_norm': 0.045251961797475815, 'learning_rate': 2.4166075230660042e-05, 'epoch': 0.52}
{'loss': 0.4624, 'grad_norm': 0.05243811011314392, 'learning_rate': 2.409510290986515e-05, 'epoch': 0.52}
{'loss': 0.4426, 'grad_norm': 0.04539075121283531, 'learning_rate': 2.4024130589070264e-05, 'epoch': 0.52}
{'loss': 0.4368, 'grad_norm': 0.05252058431506157, 'learning_rate': 2.3953158268275373e-05, 'epoch': 0.52}
{'loss': 0.4439, 'grad_norm': 0.06396140903234482, 'learning_rate': 2.3882185947480486e-05, 'epoch': 0.52}
{'loss': 0.4677, 'grad_norm': 0.06485487520694733, 'learning_rate': 2.3811213626685595e-05, 'epoch': 0.52}
{'loss': 0.431, 'grad_norm': 0.053688522428274155, 'learning_rate': 2.3740241305890705e-05, 'epoch': 0.53}
{'loss': 0.4618, 'grad_norm': 0.06142623722553253, 'learning_rate': 2.3669268985095814e-05, 'epoch': 0.53}
{'loss': 0.4307, 'grad_norm': 0.06356823444366455, 'learning_rate': 2.3598296664300923e-05, 'epoch': 0.53}
{'loss': 0.4437, 'grad_norm': 0.05203297734260559, 'learning_rate': 2.3527324343506033e-05, 'epoch': 0.53}
{'loss': 0.4325, 'grad_norm': 0.0560801662504673, 'learning_rate': 2.3456352022711145e-05, 'epoch': 0.53}
{'loss': 0.4554, 'grad_norm': 0.047334495931863785, 'learning_rate': 2.3385379701916255e-05, 'epoch': 0.53}
{'loss': 0.4691, 'grad_norm': 0.06068535894155502, 'learning_rate': 2.3314407381121364e-05, 'epoch': 0.53}
{'loss': 0.4641, 'grad_norm': 0.06141025945544243, 'learning_rate': 2.3243435060326473e-05, 'epoch': 0.54}
{'loss': 0.4534, 'grad_norm': 0.06614676862955093, 'learning_rate': 2.3172462739531583e-05, 'epoch': 0.54}
{'loss': 0.4708, 'grad_norm': 0.05933033302426338, 'learning_rate': 2.3101490418736692e-05, 'epoch': 0.54}
{'loss': 0.4579, 'grad_norm': 0.05455086752772331, 'learning_rate': 2.30305180979418e-05, 'epoch': 0.54}
{'loss': 0.4288, 'grad_norm': 0.0577811598777771, 'learning_rate': 2.2959545777146914e-05, 'epoch': 0.54}
{'loss': 0.4455, 'grad_norm': 0.06884583830833435, 'learning_rate': 2.2888573456352023e-05, 'epoch': 0.54}
{'loss': 0.4599, 'grad_norm': 0.046295080333948135, 'learning_rate': 2.2817601135557136e-05, 'epoch': 0.54}
{'loss': 0.4478, 'grad_norm': 0.05284763127565384, 'learning_rate': 2.2746628814762246e-05, 'epoch': 0.55}
{'loss': 0.4491, 'grad_norm': 0.05803879722952843, 'learning_rate': 2.2675656493967355e-05, 'epoch': 0.55}
{'loss': 0.4499, 'grad_norm': 0.0552377812564373, 'learning_rate': 2.2604684173172464e-05, 'epoch': 0.55}
{'loss': 0.4295, 'grad_norm': 0.05417475476861, 'learning_rate': 2.2533711852377574e-05, 'epoch': 0.55}
{'loss': 0.4311, 'grad_norm': 0.05492837727069855, 'learning_rate': 2.2462739531582683e-05, 'epoch': 0.55}
{'loss': 0.4211, 'grad_norm': 0.05711224302649498, 'learning_rate': 2.2391767210787796e-05, 'epoch': 0.55}
{'loss': 0.467, 'grad_norm': 0.05261942371726036, 'learning_rate': 2.2320794889992905e-05, 'epoch': 0.55}
{'loss': 0.4322, 'grad_norm': 0.053213804960250854, 'learning_rate': 2.2249822569198014e-05, 'epoch': 0.56}
{'loss': 0.4466, 'grad_norm': 0.059939194470644, 'learning_rate': 2.2178850248403124e-05, 'epoch': 0.56}
{'loss': 0.4587, 'grad_norm': 0.06075510010123253, 'learning_rate': 2.2107877927608233e-05, 'epoch': 0.56}
{'loss': 0.4447, 'grad_norm': 0.05011770501732826, 'learning_rate': 2.2036905606813342e-05, 'epoch': 0.56}
{'loss': 0.4346, 'grad_norm': 0.04853033274412155, 'learning_rate': 2.196593328601845e-05, 'epoch': 0.56}
{'loss': 0.4843, 'grad_norm': 0.060674745589494705, 'learning_rate': 2.189496096522356e-05, 'epoch': 0.56}
{'loss': 0.4611, 'grad_norm': 0.048030316829681396, 'learning_rate': 2.1823988644428674e-05, 'epoch': 0.56}
{'loss': 0.4638, 'grad_norm': 0.056678641587495804, 'learning_rate': 2.1753016323633783e-05, 'epoch': 0.56}
{'loss': 0.4734, 'grad_norm': 0.048428818583488464, 'learning_rate': 2.1682044002838896e-05, 'epoch': 0.57}
{'loss': 0.4554, 'grad_norm': 0.04624016955494881, 'learning_rate': 2.1611071682044005e-05, 'epoch': 0.57}
{'loss': 0.4541, 'grad_norm': 0.06289446353912354, 'learning_rate': 2.1540099361249114e-05, 'epoch': 0.57}
{'loss': 0.4588, 'grad_norm': 0.05206885561347008, 'learning_rate': 2.1469127040454224e-05, 'epoch': 0.57}
{'loss': 0.4539, 'grad_norm': 0.05931674689054489, 'learning_rate': 2.1398154719659333e-05, 'epoch': 0.57}
{'loss': 0.4415, 'grad_norm': 0.055535223335027695, 'learning_rate': 2.1327182398864442e-05, 'epoch': 0.57}
{'loss': 0.4439, 'grad_norm': 0.05067736282944679, 'learning_rate': 2.1256210078069555e-05, 'epoch': 0.57}
{'loss': 0.4145, 'grad_norm': 0.05142815038561821, 'learning_rate': 2.1185237757274665e-05, 'epoch': 0.58}
{'loss': 0.4327, 'grad_norm': 0.054794080555438995, 'learning_rate': 2.1114265436479774e-05, 'epoch': 0.58}
{'loss': 0.438, 'grad_norm': 0.05178593099117279, 'learning_rate': 2.1043293115684883e-05, 'epoch': 0.58}
{'loss': 0.4369, 'grad_norm': 0.05272898077964783, 'learning_rate': 2.0972320794889993e-05, 'epoch': 0.58}
{'loss': 0.4326, 'grad_norm': 0.051127780228853226, 'learning_rate': 2.0901348474095102e-05, 'epoch': 0.58}
{'loss': 0.4223, 'grad_norm': 0.05676991119980812, 'learning_rate': 2.083037615330021e-05, 'epoch': 0.58}
